1;5059025,75
2;1402273,0
3;4639517,75
4;2741117,75
5;1,4444926E7
6;6983,5
7;3944745,0
8;128412,0
9;974402,7142857143
10;3808332,5
11;4239873,2
12;4079844,0
13;4510036,666666667
14;6441911,5
15;6848,5
16;6366087,0
17;6339,0
18;8848,0
19;1128788,6666666667
20;5497363,428571428
21;8185912,571428572
22;1578368,0
23;1562929,6666666667
24;7349301,285714285
25;5219788,0
26;3659340,1666666665
27;5846,6
28;171235,0
29;2518132,4285714286
30;2255882,75
31;5516685,0
32;5777,5
34;1,3519053E7
35;4811315,333333333
36;6356,0
37;3769530,0
38;1,11123682E7
39;206830,66666666666
40;1632381,6666666667
41;4404521,0
42;6035,0
43;2972352,0
44;3682708,285714286
45;3667797,25
46;6254,333333333333
47;4672,0
48;3529108,8571428573
49;1224183,3333333333
50;6306,833333333333
51;518454,75
52;4705672,833333333
53;1394757,2
54;6037020,0
55;1921857,8333333333
56;595665,5
57;9261435,333333334
58;6933821,0
59;4784511,5
60;5096559,5
61;4337755,777777778
62;1729614,8333333333
63;9230190,25
64;3137342,5
65;7668,0
66;2460776,2
67;1085718,5
68;1,23946632E7
69;9441668,25
70;822885,25
71;2458634,3333333335
72;253267,0
74;2093642,0
75;8333041,0
76;3179386,4
77;1137258,4
78;6063,0
79;2536040,25
80;6449,0
81;4962902,5
83;137700,0
84;8409951,0
85;5038886,0
86;1144376,6
87;3350810,375
88;1,0669348666666666E7
89;8721,333333333334
90;574196,5
91;3157596,6
92;4925253,333333333
93;5036,0
94;7308,2
95;4715572,333333333
96;7089,333333333333
97;1193250,75
98;4104034,0
99;5634934,75
100;7481,0
101;4379889,666666667
102;1833474,2857142857
103;4216408,5
104;5901144,666666667
105;7284,571428571428
106;3491542,0
107;1286364,0
108;4676018,0
109;2033445,2
110;1634363,5
111;4191893,714285714
112;1,15425215E7
113;5888858,4
114;3097323,5
115;199599,0
116;1173747,6666666667
117;3383069,8571428573
118;3118717,3333333335
119;2028661,6666666667
120;4010641,6666666665
121;5484,0
122;7632,666666666667
123;6862,0
124;3305232,0
125;6032348,833333333
126;1,56809625E7
127;6218,5
128;4338373,6
129;1926502,0
130;5091384,0
131;6999,0
132;3253471,25
133;4792,0
135;6331,0
136;4789460,4
137;11529,0
138;7143835,0
139;2228692,5
140;1,4056679666666666E7
141;1248002,0
142;1,4333531E7
143;5323643,25
144;4321589,333333333
145;1612214,0
146;5314635,4
147;4519310,666666667
148;120997,66666666667
149;6375,0
150;3310438,4
151;5766495,166666667
152;2,5555041E7
153;1,7704595E7
154;925391,0
155;4782989,5
156;5623,333333333333
157;426229,6666666667
158;1,09932248E7
159;47771,0
160;1222555,3333333333
161;4172070,0
162;4816146,0
163;1930093,6
164;244654,25
165;3196557,0
166;4807,0
167;7566,0
168;471499,25
169;5108226,0
170;1266926,0
171;2240976,75
172;2860679,1428571427
173;3827,0
174;3697162,75
175;5613744,666666667
176;8041,666666666667
177;5428,5
178;11505,2
179;6094,166666666667
180;2073174,3333333333
181;1,3358337E7
182;6574,5
183;4339211,0
184;9333,5
185;1001948,0
186;4336625,0
187;1693501,4285714286
188;105809,75
189;3824632,0
190;765826,0
191;303714,25
192;11405,0
193;3240383,5
194;5795,5
195;8230,6
196;8476,0
197;7277888,4
198;1310494,0
199;1814216,0
200;6257,0
201;7028,0
202;2688822,75
203;3221154,6
204;2163933,3333333335
205;2499855,75
206;1914544,125
208;988619,25
209;6377228,666666667
210;8192,2
211;233920,0
212;5394061,5
213;1904769,5
214;2905064,8
215;1024396,0
216;6073,0
217;4864709,666666667
218;2971336,5
219;3218122,0
220;6854155,833333333
221;1,0342755333333334E7
222;6938,0
223;4182607,2
224;10133,5
225;936926,6666666666
226;1,2061996E7
227;2869422,25
228;6350,0
229;5706,5
230;3945270,0
231;1,18954375E7
232;14144,0
233;5605,333333333333
234;6104217,285714285
235;4635768,75
236;21984,25
237;2158495,4
238;8007684,5
239;8375,0
240;10185,5
241;2820791,8571428573
242;1147332,0
243;5018031,666666667
244;7049,5
245;6360977,8
246;6422323,8
247;835001,75
248;3602122,0
249;1921287,0
250;3815306,5
251;8183816,5
252;10549,0
253;1,1427352E7
254;2326591,0
255;3959817,5
256;6953,75
257;7747,0
258;8891,0
259;2532241,8
260;2232154,3333333335
261;2549755,75
262;5770885,75
263;8087,5
264;2164584,0
265;5543469,0
266;2676163,75
267;533288,75
268;4481654,333333333
270;2680209,3333333335
271;7370,0
272;302013,4285714286
273;3573,0
274;3293238,75
275;503944,6666666667
276;5932,5
277;5328902,5
278;2677312,0
279;5457663,111111111
280;1227000,0
281;21640,166666666668
282;3841083,75
283;2340794,4
284;7353,333333333333
285;5467925,333333333
286;3711008,3333333335
287;5067240,0
288;7279,0
289;2247056,75
290;3290381,4
291;5478,75
292;3899790,25
293;6025,75
294;4008370,4285714286
295;1666472,0
296;4616107,666666667
297;8860,0
298;7020,0
299;6228591,5
300;7369368,2
301;3709953,0
302;9713,8
303;8072023,0
304;3066300,6666666665
305;4576139,6
306;1464373,5
307;5560,6
308;6903,0
309;1776441,3333333333
310;11164,0
311;256615,0
312;7278505,25
313;878623,1666666666
314;5695,0
315;2323926,8
316;5834298,0
317;731773,5
318;434999,0
319;943286,5
320;2583291,6666666665
321;7465,0
322;3875455,25
323;7957,0
324;2192777,5
325;61213,8
326;1,64870985E7
327;7295,0
328;9102,0
329;6878,666666666667
330;3792386,6666666665
331;2925485,6666666665
332;5679274,666666667
333;5961770,0
334;899686,6
335;5007270,333333333
336;1285636,0
337;342843,25
